,Username,ChampionToPredict,TierRankName,TierRank,LadderRank,TopChamp_S2022,TopChamp_Last20,AvgK_Last20,AvgD_Last20,AvgA_Last20,PrefPosition_Last20,LastPlayedChamp,LastPlayedResult
5024,donkked,Gnar,silver 1,12,"486,626",Gnar,Gnar,5.6,4.4,5.7,Top,Gnar,0
5025,HoangChau96,Ezreal,silver 4,9,"745,268",Leona,Nautilus,5.0,6.1,16.4,Support,Shaco,0
5026,Lil Eggplant,Fizz,silver 4,9,"745,279",Garen,Yasuo,9.3,6.5,3.9,Top,Gnar,1
5027,Sandwìch Enjoyer,Caitlyn,silver 4,9,"745,201",Jhin,Jhin,8.7,5.3,7.8,Bottom,Miss Fortune,0
5028,Pats45,Nautilus,silver 4,9,"745,231",Zac,Vel'Koz,5.9,7.5,5.7,Middle,Renekton,1
5029,ugh its Mickey,Fiora,silver 4,9,"745,289",Akshan,Kai'Sa,8.6,8.0,5.8,Bottom,Gwen,1
5030,Rhaokjarr,Warwick,silver 4,9,"745,230",Twitch,Twitch,7.8,7.2,10.4,Bottom,Vi,0
5031,Kuserk2,Gangplank,silver 3,10,"693,136",Garen,Garen,8.3,5.9,7.1,Top,Tryndamere,1
5032,KornHG,Akshan,silver 3,10,"693,140",Swain,Akshan,4.6,7.0,6.9,Middle,Draven,0
5033,AFK Reborn,Diana,silver 3,10,"693,150",Hecarim,Diana,7.7,5.8,6.3,Jungle,Diana,0
5034,HarveygPyCjZ,Zed,silver 3,10,"693,152",Irelia,Tryndamere,10.8,9.5,7.3,Bottom,Ezreal,1
5035,LOST D3PADAUNT,Ivern,silver 3,10,"693,179",Graves,Graves,5.3,7.7,8.3,Jungle,Nautilus,0
5036,SwoopyGoopy,Garen,silver 3,10,"693,164",Garen,Xayah,9.1,8.3,7.5,Bottom,Fiora,1
5037,WurmHell666,Karthus,silver 3,10,"693,165",Diana,Karthus,5.8,7.0,7.5,Jungle,Volibear,0
5038,Big Chunguz,Kindred,silver 3,10,"693,193",Jhin,Kindred,7.3,7.8,8.3,Jungle,Lee Sin,0
5039,Rioxys,Riven,silver 3,10,"693,107",Lux,Riven,9.2,6.6,6.4,Top,Shen,0
5040,osuProfessional,Urgot,silver 1,12,"516,509",Vel'Koz,Vel'Koz,4.7,4.3,5.9,Support,Teemo,0
5041,ComeHereDumBoi,Singed,silver 1,12,"516,503",Thresh,Senna,4.9,7.0,15.2,Support,Senna,0
5042,ritofixurdoggame,Nidalee,silver 1,12,"516,564",Irelia,Irelia,6.7,10.5,5.6,Top,Tryndamere,1
5043,DontBeEmbarassed,Diana,silver 1,12,"516,584",Diana,Irelia,11.5,7.7,13.2,Top,Irelia,1
5044,qiyo,Qiyana,silver 1,12,"516,587",Qiyana,Qiyana,10.7,7.6,7.2,Middle,Katarina,0
5045,GraveLordL0L,Blitzcrank,silver 1,12,"516,561",Diana,Nunu & Willump,5.6,5.8,9.3,Jungle,Rammus,0
5046,kÌlÌterus,Senna,silver 1,12,"516,583",Xerath,Xerath,5.8,4.6,10.0,Support,Xerath,0
5047,6PathsofPainXx,Braum,silver 1,12,"516,575",Twitch,Teemo,7.3,7.3,8.8,Support,Twitch,1
5048,Drik Gently,Dr. Mundo,silver 1,12,"495,486",Dr. Mundo,Dr. Mundo,3.8,4.5,7.0,Top,Dr. Mundo,1
5049,Atlantis Fi,Caitlyn,silver 1,12,"495,410",Jinx,Jinx,6.4,3.0,6.1,Bottom,Kindred,1
5050,Solo OGG,Jhin,silver 1,12,"495,451",Lux,Jhin,8.6,6.7,11.8,Bottom,Zyra,0
5051,Abominosus,Evelynn,silver 1,12,"495,452",Yasuo,Gangplank,9.8,7.2,5.7,Jungle,Master Yi,1
5052,Pretzell,Ryze,silver 1,12,"495,474",Akali,Akali,10.8,5.6,5.9,Middle,Akali,0
5053,RomeTM,Warwick,silver 1,12,"495,431",Teemo,Teemo,6.7,7.6,7.5,Top,Trundle,0
5054,S0Salty,Fiora,silver 1,12,"495,416",Zeri,Xayah,9.6,4.8,6.5,Top,Viego,0
5055,dlemard,Sion,silver 1,12,"495,493",Renekton,Jax,5.4,5.0,6.7,Top,Vi,1
5056,ScaryDudeV2,Volibear,bronze 3,6,"1,107,218",Yasuo,Volibear,3.3,7.7,4.4,Jungle,Volibear,0
5057,MarksmanNM,Varus,bronze 3,6,"1,107,246",Viego,Blitzcrank,3.9,6.4,10.2,Jungle,Ahri,1
5058,DarthGabii,Master Yi,bronze 3,6,"1,107,237",Jax,Jax,6.3,6.8,4.0,Top,Yorick,0
5059,chewy112336,Nautilus,bronze 3,6,"1,107,222",Morgana,Morgana,3.4,5.6,14.1,Support,Morgana,1
5060,RushRunner,Trundle,silver 3,10,"727,808",Trundle,Trundle,6.5,6.6,5.9,Top,Trundle,0
5061,mommymilkers185,Dr. Mundo,silver 3,10,"727,844",Dr. Mundo,Singed,2.5,8.0,5.0,Top,Dr. Mundo,1
5062,Nithigananno,Irelia,silver 3,10,"727,858",Irelia,Irelia,7.9,5.8,8.3,Middle,Irelia,0
5063,CRlT,Dr. Mundo,silver 3,10,"727,875",Jax,Jax,5.2,7.2,4.3,Top,Tryndamere,0
5064,TheWokeToke,Pantheon,silver 3,10,"727,890",Shaco,Teemo,6.7,8.0,7.3,Top,Nasus,0
5065,doctorwry,Qiyana,silver 3,10,"727,873",Qiyana,Sion,7.6,7.6,5.0,Middle,Qiyana,0
5066,Cat System Corp,Yasuo,silver 3,10,"727,826",Yasuo,Yasuo,14.6,7.5,4.3,Jungle,Kayn,1
5067,Tyler is S1,Malphite,silver 3,10,"727,895",Sett,Malphite,3.5,7.0,4.0,Top,Sett,0
5068,beninchner7,Aphelios,silver 3,10,"655,390",Sylas,Ezreal,7.6,6.3,5.6,Bottom,Ezreal,0
5069,Ifernoceb,Tryndamere,silver 3,10,"655,390",Nocturne,Nocturne,8.5,5.6,5.8,Jungle,Tryndamere,0
5070,Vexane,Nami,silver 3,10,"655,330",Zac,Zac,6.9,11.2,15.4,Jungle,Seraphine,0
5071,JesusEstGay,Sion,silver 3,10,"655,374",Kog'Maw,Sion,7.2,9.0,7.5,Support,Sion,1
5072,Rvaldaleeva,Janna,silver 3,10,"655,383",Xerath,Xerath,7.2,5.2,6.1,Middle,Sion,0
5073,Sad Paanda,Vayne,silver 3,10,"655,345",Jinx,Jinx,8.2,5.5,6.4,Bottom,Jinx,0
5074,Violentcupcake,Rakan,silver 3,10,"655,356",Sett,Soraka,2.2,8.7,10.0,Support,Soraka,0
5075,YungJooce,Gragas,silver 3,10,"655,370",Cassiopeia,Jax,6.6,6.9,7.7,Top,Jax,0
5076,Lifespeed757,Yuumi,bronze 3,6,"1,148,277",Yuumi,Yuumi,1.6,7.4,12.2,Support,Yuumi,1
5077,Hunterisbadlmao,Cho'Gath,bronze 3,6,"1,148,290",Akali,Yone,7.5,11.3,21.9,Middle,Yone,1
5078,joeyFATTI12,Yone,bronze 3,6,"1,148,276",Yone,Riven,5.6,6.1,6.5,Jungle,Riven,0
5079,Ladencito,Kha'Zix,bronze 3,6,"1,148,289",Viego,Viego,8.6,7.6,8.0,Jungle,Kayn,0
5080,Squeenix77,Viego,bronze 3,6,"1,148,284",Kindred,Kindred,7.1,8.7,5.5,Jungle,Viego,0
5081,MasterBait6,Viktor,bronze 3,6,"1,148,205",Viktor,Viktor,7.6,7.1,7.8,Middle,Viktor,1
5082,Menteuse,Lux,bronze 3,6,"1,148,227",Lux,Lux,2.9,6.9,7.2,Support,Morgana,0
5083,MC Clap ur hands,Warwick,gold 4,13,"335,873",Warwick,Warwick,10.0,7.1,12.3,Top,Quinn,1
5084,ZombieFISHY,Blitzcrank,gold 4,13,"335,866",Shen,Garen,4.7,6.1,7.7,Top,Jinx,1
5085,Hashshasin,Master Yi,gold 4,13,"335,845",Nasus,Karma,4.8,7.3,8.0,Top,Master Yi,1
5086,xBonus,Diana,gold 4,13,"335,838",Diana,Diana,7.0,5.8,6.8,Middle,Diana,1
5087,Lunar Princess,Orianna,gold 4,13,"335,879",Nami,Nami,4.8,8.4,18.8,Support,Sona,0
5088,Lux Chucks Ducks,Gnar,gold 4,13,"335,838",Katarina,Sett,4.9,6.8,6.5,Top,Mordekaiser,1
5089,Pkibs,Nautilus,gold 4,13,"335,811",Rakan,Rakan,2.3,6.7,12.3,Support,Zeri,0
5090,Savyyor II,Yasuo,gold 3,14,"282,954",Qiyana,Yasuo,12.8,9.1,6.3,Middle,Yasuo,1
5091,rain on death,Xayah,gold 3,14,"282,916",Jinx,Xayah,7.6,6.0,11.6,Bottom,Xayah,1
5092,dygubv,Rek'Sai,gold 3,14,"282,971",Rek'Sai,Rek'Sai,10.5,4.8,9.0,Jungle,Rek'Sai,0
5093,huo long guo,Graves,gold 3,14,"282,959",Graves,Graves,8.8,7.8,7.8,Bottom,Graves,1
5094,Exsoûm,Ezreal,gold 3,14,"282,905",Lillia,Malzahar,5.6,6.1,8.3,Bottom,Jinx,1
5095,Sigebether,Kha'Zix,gold 3,14,"282,914",Jinx,Kha'Zix,12.5,8.3,5.1,Jungle,Kha'Zix,0
5096,SÌIco,Shen,gold 3,14,"282,905",Shen,Shen,5.3,5.0,6.1,Top,Garen,1
5097,Peächii,Janna,gold 4,13,"412,912",Lulu,Lulu,1.4,5.9,11.7,Support,Seraphine,0
5098,MellyTFT,Shyvana,gold 4,13,"412,901",Shyvana,Shyvana,5.6,5.5,6.1,Jungle,Shyvana,1
5099,rdoiwp,Ahri,gold 4,13,"412,983",Irelia,Ahri,7.0,6.4,6.6,Middle,Irelia,0
5100,FieldRobbie,Vayne,gold 4,13,"412,952",Jhin,Vayne,5.8,5.5,5.0,Bottom,Garen,0
5101,IlIlIllIlIllIlII,Nidalee,gold 4,13,"412,951",Janna,Fiora,4.7,8.8,6.1,Top,Nidalee,1
5102,donttilt fanboys,Kayle,gold 4,13,"412,980",Akshan,Akshan,10.5,7.3,7.0,Middle,Miss Fortune,0
5103,Diblazer,Lucian,gold 4,13,"412,987",Twisted Fate,Twisted Fate,6.0,7.5,8.8,Middle,Lucian,0
5104,unreal unravel,Garen,gold 4,13,"412,997",Garen,Garen,6.7,9.6,5.7,Top,Zed,1
5105,Johny The Deer,Xerath,bronze 1,8,"985,993",Xerath,Xerath,8.2,3.5,7.9,Middle,Xerath,0
5106,Danorbro514,Morgana,bronze 1,8,"985,918",Orianna,Galio,6.2,8.2,10.7,Middle,Galio,0
5107,tmas78,Yuumi,bronze 1,8,"985,928",Yuumi,Yuumi,1.4,4.4,12.5,Support,Yuumi,0
5108,monstacoco,Illaoi,bronze 1,8,"985,989",Warwick,Yorick,6.0,6.5,5.9,Top,Kindred,0
5109,Phonak,Garen,bronze 1,8,"986,005",Sett,Garen,8.0,6.8,4.9,Top,Sett,1
5110,ChocolateFreeway,Talon,bronze 1,8,"986,008",Yasuo,Talon,10.1,5.6,5.0,Middle,Talon,0
5111,Gwynnenym,Galio,silver 4,9,"852,620",Senna,Senna,6.5,9.1,12.0,Middle,Ahri,1
5112,Iustius,Tristana,silver 4,9,"852,676",Tristana,Master Yi,7.7,9.1,7.2,Jungle,Kha'Zix,1
5113,Flaeglario,Vayne,silver 4,9,"852,609",Kai'Sa,Kai'Sa,6.1,5.5,5.3,Bottom,Vayne,1
5114,I Stab Grouse,Leona,silver 4,9,"852,634",Lillia,Lillia,10.1,5.7,11.2,Middle,Sivir,1
5115,Rìbombee,Gwen,silver 4,9,"852,622",Gwen,Gwen,4.9,4.1,5.4,Top,Gwen,0
5116,Nevulant,Kalista,silver 4,9,"852,666",Fiora,Fiora,4.2,6.3,4.5,Top,Ahri,1
5117,Card Trader,Zilean,silver 4,9,"852,707",Twisted Fate,Zilean,3.2,7.2,8.7,Support,Zilean,1
5118,KDA MasterPiece,Caitlyn,iron 1,4,"1,250,420",Nautilus,Caitlyn,3.8,7.6,7.6,Support,Caitlyn,0
5119,Andyella69,Irelia,iron 1,4,"1,250,427",Akali,Yone,4.9,7.4,4.0,Top,Akali,0
5120,TheLastSpeed,Jax,iron 1,4,"1,250,473",Sivir,Jinx,3.9,6.7,4.9,Bottom,Viego,1
5121,HazardousGhoul,Nautilus,iron 1,4,"1,250,492",Hecarim,Lulu,1.7,4.9,10.7,Support,Nautilus,1
5122,spiritshocka,Udyr,silver 3,10,"703,411",Udyr,Udyr,8.7,5.5,4.0,Jungle,Udyr,1
5123,VoluptuousGragas,Hecarim,silver 3,10,"703,402",Lee Sin,Lee Sin,5.1,8.5,7.7,Jungle,Ezreal,0
5124,lHatake Kakashi,Viego,silver 3,10,"703,446",Volibear,Gangplank,9.8,5.4,6.2,Jungle,Olaf,1
5125,CheeXGaming,Twisted Fate,silver 3,10,"703,439",Irelia,Irelia,7.3,10.0,5.9,Top,Renekton,1
5126,Poop7,Lucian,silver 3,10,"703,409",Lucian,Lucian,5.6,5.4,4.9,Middle,Lucian,1
5127,Revengelis,Jhin,silver 3,10,"703,477",Janna,Janna,2.5,5.5,10.2,Support,Jhin,0
5128,StormShadow808,Zed,silver 3,10,"703,412",Quinn,Yuumi,6.5,4.0,11.1,Support,Yuumi,1
5129,ttvDRUNKENRICAN,Rammus,silver 3,10,"703,417",Pyke,Rammus,7.1,6.4,8.6,Jungle,Vi,1
5130,UT0PlA,Kled,silver 3,10,"703,483",Nautilus,Twitch,6.6,7.9,8.9,Top,Twitch,0
5131,Seck234141,Yasuo,bronze 2,7,"1,007,636",Yasuo,Yasuo,6.2,5.7,6.9,Middle,Warwick,0
5132,ImCracked23,Samira,bronze 2,7,"1,007,642",Master Yi,Master Yi,6.9,7.8,4.7,Jungle,Warwick,0
5133,Mom I amSoHungry,Senna,bronze 2,7,"1,007,692",Nautilus,Karma,3.2,8.2,12.6,Support,Tahm Kench,0
5134,Emplaway,Blitzcrank,bronze 2,7,"1,007,698",Yone,Yone,6.5,6.2,6.3,Middle,Urgot,0
5135,Dodruste,Cassiopeia,bronze 2,7,"1,007,702",Corki,Cassiopeia,5.3,6.0,6.9,Middle,Sion,0
5136,Lucas 32cm,Nocturne,gold 4,13,"312,257",Nocturne,Nocturne,9.8,7.1,6.7,Jungle,Nocturne,1
5137,joshuajonghankim,Kalista,gold 4,13,"312,243",Xayah,Kalista,5.8,6.6,6.5,Middle,Rek'Sai,0
5138,ActionIšComing,Nami,gold 4,13,"312,259",Yone,Fiora,9.4,8.2,7.9,Top,Yone,0
5139,Vodka Kisses,Senna,gold 4,13,"312,237",Annie,Senna,5.1,4.6,9.8,Bottom,Senna,1
5140,KeeGaming,Kennen,gold 4,13,"312,212",Diana,Xin Zhao,8.1,7.4,8.5,Top,Lee Sin,0
5141,Trenta coffee,Shaco,gold 4,13,"312,218",Vex,Vex,7.9,8.4,10.6,Support,Twitch,0
5142,lilantsy,Swain,gold 4,13,"312,244",Talon,Akali,10.4,9.3,8.3,Middle,Akali,1
5143,Captain Chauv1n,Viktor,gold 4,13,"312,290",Jax,Kai'Sa,8.9,5.6,10.0,Middle,Kai'Sa,0
5144,ShyLaBluff,Fizz,gold 4,13,"312,224",Vex,Fizz,6.6,6.0,6.8,Middle,Fizz,0
5145,ILOVEBALLS,Evelynn,gold 2,15,"186,139",Hecarim,Shaco,7.6,7.3,7.7,Jungle,Volibear,1
5146,Humangen15,Zeri,gold 2,15,"186,150",Gangplank,Zeri,8.8,5.5,6.2,Bottom,Veigar,1
5147,Eicrev,Thresh,gold 2,15,"186,172",Veigar,Veigar,4.4,5.8,7.1,Middle,Soraka,0
5148,Gréed,Urgot,gold 2,15,"186,153",Morgana,Senna,9.1,5.3,14.7,Support,Jhin,0
5149,Slendy Dendy,Sylas,gold 2,15,"186,142",Diana,Akshan,7.2,3.4,10.0,Support,Galio,1
5150,The Good News,Pyke,gold 2,15,"186,102",Pyke,Pyke,8.5,5.6,6.8,Support,Pyke,0
5151,Korgon,Yasuo,gold 2,15,"186,117",Yasuo,Yasuo,5.9,4.1,5.8,Middle,Akshan,0
5152,iFlashback,Kindred,silver 3,10,"664,452",Qiyana,Kindred,9.7,9.0,8.1,Bottom,Diana,0
5153,Oblivion Zero,Jarvan IV,silver 3,10,"664,489",Veigar,Cho'Gath,6.5,9.6,6.7,Middle,Cho'Gath,1
5154,I May Land Q NLE,Darius,silver 3,10,"664,490",Zed,Varus,8.2,10.6,8.6,Bottom,Zed,1
5155,RomanJia,Lux,silver 3,10,"664,497",Wukong,Ezreal,5.1,6.4,6.6,Top,Ezreal,1
5156,4Cx330,Jarvan IV,silver 3,10,"664,453",Karthus,Diana,7.9,5.3,5.0,Jungle,Diana,1
5157,iamatreeinfall,Lucian,silver 3,10,"664,422",Kai'Sa,Kai'Sa,7.4,7.1,6.7,Bottom,Kai'Sa,1
5158,Futureman420,Shaco,silver 3,10,"664,417",Akali,Akali,5.2,7.2,8.3,Middle,Galio,0
5159,ChristianPringl3,Yasuo,silver 3,10,"664,488",Fiora,Fiora,8.5,10.2,9.1,Middle,Ziggs,0
5160,Zexuan Song,Vayne,gold 1,16,"154,996",Kai'Sa,Vayne,8.4,7.0,11.3,Bottom,Vayne,1
5161,ArkneWar,Ornn,gold 1,16,"154,984",Akali,Ornn,7.4,6.9,10.6,Top,Ezreal,1
5162,LoL e Girl,Trundle,gold 1,16,"154,914",Trundle,Trundle,9.4,3.6,7.9,Jungle,Caitlyn,1
5163,Mr Candy Kayn,Wukong,gold 1,16,"154,961",Kayn,Kayn,9.6,7.3,9.2,Jungle,Kayn,1
5164,urimy,Yuumi,gold 1,16,"154,943",Yuumi,Yuumi,4.7,8.3,23.9,Support,Yuumi,1
5165,Mickingg,Jhin,gold 1,16,"154,927",Miss Fortune,Ezreal,7.8,10.4,21.0,Bottom,Singed,0
5166,Jennar,Neeko,gold 1,16,"154,929",Zyra,Morgana,5.7,6.8,21.7,Support,Brand,0
5167,Jettokun,Gangplank,gold 4,13,"319,362",Udyr,Twitch,7.5,6.3,11.0,Jungle,Twitch,1
5168,LOFO12,Lulu,gold 4,13,"319,384",Jhin,Volibear,4.1,5.9,11.4,Bottom,Rell,1
5169,Beanbon,Orianna,gold 4,13,"319,346",Qiyana,Sion,7.6,8.7,8.0,Middle,Kha'Zix,0
5170,SexxySmurf,Ornn,gold 4,13,"319,393",Jax,Ornn,3.9,5.6,5.2,Top,Ornn,-1
5171,EmmaVuXinhDep,Renata Glasc,gold 4,13,"319,360",Zeri,Renata Glasc,5.5,6.0,31.5,Support,Renata Glasc,1
5172,SatellizerB,Pyke,gold 4,13,"319,358",Swain,Thresh,6.6,4.3,9.1,Support,Ryze,0
5173,Drakam007,Sona,gold 4,13,"319,340",Sona,Rakan,3.1,3.8,14.9,Support,Rakan,1
5174,Artda,Yuumi,gold 4,13,"319,369",Aatrox,Aatrox,6.4,6.7,6.2,Top,Aatrox,0
5175,Ascesix ,Sett,gold 4,13,"319,385",Sett,Mordekaiser,7.7,8.5,6.0,Top,Mordekaiser,1
5176,abcdJus,Warwick,gold 4,13,"319,306",Warwick,Warwick,8.8,4.9,5.2,Jungle,Warwick,0
5177,why my pp rock,Brand,silver 1,12,"466,328",Brand,Brand,7.9,10.1,10.9,Support,Brand,0
5178,KrazzieFR,Vex,silver 1,12,"466,335",Jinx,Ashe,8.4,9.0,12.1,Bottom,Cho'Gath,1
5179,nunA9,Nunu & Willump,silver 1,12,"466,363",Teemo,Akshan,6.4,8.4,9.1,Top,Rakan,0
5180,Bard Player,Nasus,silver 1,12,"466,364",Lulu,Veigar,5.5,6.5,14.8,Support,Veigar,1
5181,TargetNumeroUno,Draven,silver 1,12,"466,331",Master Yi,Draven,7.3,7.1,7.3,Bottom,Draven,0
5182,Epsy Sky,Katarina,silver 1,12,"466,357",Zed,LeBlanc,5.4,6.0,10.4,Middle,Vel'Koz,1
5183,aeijoo,Leona,silver 1,12,"466,332",Yone,Kai'Sa,5.3,7.5,9.3,Middle,Aphelios,0
5184,Rick and Carry,Akshan,silver 1,12,"508,138",Yone,Akshan,6.8,5.0,7.9,Middle,Ornn,0
5185,Beese,Jarvan IV,silver 1,12,"508,140",Senna,Jarvan IV,5.5,7.3,9.1,Jungle,Akshan,1
5186,ZeaZetta,Aphelios,silver 1,12,"508,164",Veigar,Aphelios,6.2,5.3,5.5,Bottom,Aphelios,0
5187,kuronekoo,Lux,silver 1,12,"508,144",Nautilus,Miss Fortune,5.5,7.3,12.5,Bottom,Lux,1
5188,Big Papa,Amumu,silver 1,12,"508,159",Viktor,Amumu,4.0,3.3,10.7,Jungle,Amumu,1
5189,SissyThighs,Akali,silver 1,12,"508,182",Jinx,Jinx,8.7,5.5,6.9,Bottom,Akali,0
5190,Zaphinax,Soraka,silver 1,12,"508,173",Olaf,Lee Sin,6.8,7.7,11.9,Jungle,Evelynn,0
5191,Firerainn,Caitlyn,silver 1,12,"508,170",Caitlyn,Lux,5.6,4.0,9.9,Bottom,Karthus,0
5192,BIGthump9,Cho'Gath,silver 1,12,"508,174",Tryndamere,Yone,8.7,5.2,8.5,Top,Diana,0
5193,Salamander0445,Talon,gold 4,13,"349,664",Irelia,Irelia,8.0,7.1,4.4,Middle,Irelia,0
5194,TimeKnight1,Vladimir,gold 4,13,"349,631",Zeri,Wukong,9.2,8.8,8.7,Middle,Zed,1
5195,LAL Kyle,Master Yi,gold 4,13,"349,688",Nasus,Warwick,7.0,6.3,6.1,Jungle,Warwick,1
5196,CallMeSixSixSix,Aphelios,gold 4,13,"349,621",Graves,Jayce,4.3,6.1,5.8,Middle,Yone,1
5197,Scorpionwo,Shaco,gold 4,13,"349,652",Shaco,Shaco,5.8,4.5,5.5,Jungle,Shaco,1
5198,Gordon Ramsays,Gragas,gold 4,13,"349,695",Graves,Gragas,6.0,6.5,9.5,Middle,Graves,1
5199,Beigeeee,Leona,gold 4,13,"349,641",Aphelios,Lucian,8.4,9.8,11.8,Bottom,Yone,0
5200,GyiGyi,Jinx,silver 4,9,"864,433",Kayle,Jinx,6.4,4.0,7.4,Bottom,Ashe,0
5201,nubshnub,Nasus,silver 4,9,"864,426",Udyr,Udyr,7.6,5.1,6.4,Bottom,Garen,0
5202,racingryan04,Ivern,silver 4,9,"864,490",Master Yi,Thresh,8.9,9.0,17.5,Jungle,Jinx,1
5203,Koctimus Prime,Graves,silver 4,9,"864,498",Graves,Graves,6.4,6.4,7.2,Jungle,Graves,0
5204,junnylover,Ashe,silver 4,9,"864,468",Lux,Quinn,7.4,9.3,10.2,Bottom,Ashe,0
5205,PILOTERAC3R,Irelia,silver 4,9,"864,483",Samira,Katarina,9.1,8.3,8.2,Middle,Cho'Gath,1
5206,Superstar26,Senna,silver 4,9,"864,474",Akshan,Malzahar,6.2,6.4,6.7,Middle,Akshan,0
5207,SONAughty,Aurelion Sol,silver 4,9,"864,422",Sona,Sona,5.3,5.7,10.3,Middle,Quinn,0
5208,SotelMex,Zeri,platinum 2,19,"47,036",Akshan,Akshan,7.2,5.8,13.0,Middle,Senna,1
5209,Heal Your Soul,Shen,platinum 2,19,"47,017",Jinx,Katarina,12.1,8.3,12.0,Bottom,Ahri,1
5210,Kontroled,Lulu,platinum 2,19,"47,028",Nautilus,Senna,6.4,6.3,10.4,Support,Pyke,0
5211,Lãtom,Soraka,platinum 2,19,"47,076",Yorick,Karma,3.5,4.9,14.0,Support,Karma,0
5212,Valid and Facts,Kai'Sa,platinum 2,19,"47,083",Vayne,Lucian,7.5,5.9,8.3,Bottom,Lucian,0
5213,Aberrant Spectre,Warwick,platinum 2,19,"47,005",Warwick,Warwick,6.5,7.9,8.0,Jungle,Ekko,0
5214,balance akali,Sion,platinum 2,19,"47,027",Akali,Sion,12.4,8.1,5.8,Top,Sion,0
5215,II DarkRyu II,Lux,platinum 2,19,"47,065",Lux,Lux,5.2,6.4,12.3,Support,Lux,1
5216,springdean,Renekton,platinum 2,19,"47,075",Lucian,Zed,5.5,4.7,6.7,Jungle,Zed,0
5217,Wéstbrick,Nautilus,platinum 2,19,"47,100",Zyra,Zyra,2.6,5.8,11.4,Support,Renata Glasc,0
5218,53dlo,Twitch,silver 2,11,"624,162",Aphelios,Twitch,7.7,8.6,5.9,Bottom,Twitch,1
5219,Pep GuarDi0La,Varus,silver 2,11,"624,148",Caitlyn,Jinx,4.8,6.8,5.6,Middle,Jinx,0
5220,BlizzardEagle,Galio,silver 2,11,"624,170",Yasuo,Gangplank,7.5,10.3,5.6,Top,Talon,0
5221,Resign Gratitude,Qiyana,silver 2,11,"624,188",Leona,Kai'Sa,8.5,6.1,10.7,Bottom,Kha'Zix,1
5222,Squid4320,Nami,silver 2,11,"624,176",Pyke,Pyke,6.5,8.2,13.1,Support,Nami,1
5223,dislesik,Ezreal,silver 2,11,"624,157",Lux,Morgana,3.7,7.1,14.0,Support,Yasuo,1
5224,ZeleBombin,Yuumi,silver 2,11,"624,126",Zilean,Zilean,2.3,5.6,13.7,Support,Yuumi,1
5225,SnapDragon2601,Nami,silver 2,11,"624,105",Illaoi,Jax,6.3,5.9,7.1,Top,Rakan,1
5226,Dragnoc,Tryndamere,silver 2,11,"624,126",Gwen,Kayle,6.7,5.8,6.6,Top,Kayle,0
5227,joshcaresosa,Yone,bronze 4,5,"1,207,802",Akali,Akali,4.1,7.7,4.5,Middle,Akali,0
5228,Avenger4995,Trundle,bronze 4,5,"1,207,880",Yorick,Veigar,4.1,6.2,8.4,Middle,Malzahar,1
5229,SaintTestify,Sejuani,bronze 4,5,"1,207,848",Samira,Samira,6.5,5.9,6.2,Bottom,Diana,0
5230,ATurtleNamedEd,Draven,bronze 4,5,"1,207,863",Teemo,Teemo,5.2,10.0,9.9,Support,Trundle,0
5231,ButterscotchRoxy,Ryze,bronze 4,5,"1,207,833",Blitzcrank,Yorick,6.3,5.8,9.1,Bottom,Evelynn,1
5232,PuppyOG,Dr. Mundo,bronze 4,5,"1,207,897",Garen,Garen,5.3,4.5,7.2,Top,Garen,0
5233,PupperDoesLeague,Illaoi,bronze 4,5,"1,207,822",Volibear,Illaoi,5.5,7.9,6.6,Top,Illaoi,1
5234,DroppinMagnums,Lucian,silver 4,9,"795,690",Singed,Zoe,5.3,6.7,8.1,Middle,Alistar,1
5235,Bio Retro,Yone,silver 4,9,"795,693",Yasuo,Yasuo,6.8,6.5,5.1,Middle,Shyvana,0
5236,NickStreamsThat,Hecarim,silver 4,9,"795,667",Ashe,Jinx,4.5,6.1,9.8,Bottom,Hecarim,0
5237,Meteor Falls ,Thresh,silver 4,9,"795,622",Kindred,Veigar,6.8,5.8,10.0,Bottom,Garen,0
5238,TamalOaxaqueño,Pantheon,silver 4,9,"795,662",Tristana,Tristana,6.2,5.4,6.0,Bottom,Miss Fortune,-1
5239,Bussémon Go,Renata Glasc,silver 4,9,"795,601",Lux,Renata Glasc,8.4,7.7,21.0,Support,Lux,0
5240,Nadicted,Yuumi,silver 4,9,"795,653",Rell,Sona,2.2,7.2,14.6,Support,Zac,0
5241,im here for pve,Jhin,silver 4,9,"795,647",Jhin,Akshan,6.5,5.0,8.2,Bottom,Jhin,0
5242,Project Caitlyn,Tryndamere,silver 3,10,"672,294",Caitlyn,Caitlyn,6.7,7.0,6.9,Bottom,Master Yi,0
5243,deadname,Zed,silver 3,10,"672,221",Zed,Zed,9.6,7.0,10.0,Middle,Katarina,0
5244,Mohzen,Vayne,silver 3,10,"672,202",Shyvana,Shyvana,5.5,6.0,5.6,Jungle,Nasus,0
5245,mąidenless,Shaco,silver 3,10,"672,250",Yone,Draven,7.0,8.2,7.0,Bottom,Master Yi,1
5246,NukeStyle,Vayne,silver 3,10,"672,229",Dr. Mundo,Ashe,7.0,6.0,5.1,Bottom,Vayne,1
5247,Jacooby,Braum,silver 3,10,"672,247",Diana,Vladimir,8.0,7.6,17.4,Middle,Orianna,0
